"id","order_id/id","name","order_partner_id/id","product_id/id","price_unit","product_uom/id","product_uom_qty","discount","state"
"__setup__.sale_order_line_35681","__setup__.sale_order_9495","texte","__setup__.res_partner_3","__setup__.product_template_1658","15293.2","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_35686","__setup__.sale_order_9495","texte","__setup__.res_partner_3","__setup__.product_template_1600","17.25","product.product_uom_categ_unit","2.0","0.0","done"
"__setup__.sale_order_line_35950","__setup__.sale_order_9566","texte","__setup__.res_partner_3","__setup__.product_template_133","3.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_26838","__setup__.sale_order_7309","texte","__setup__.res_partner_1162","__setup__.product_template_1597","80.25","product.product_uom_categ_unit","3.0","0.0","sale"
"__setup__.sale_order_line_35630","__setup__.sale_order_9486","texte","__setup__.res_partner_7574","__setup__.product_template_1580","10490.0","product.product_uom_categ_unit","1.0","15.0","done"
"__setup__.sale_order_line_27199","__setup__.sale_order_7394","texte","__setup__.res_partner_4737","__setup__.product_template_1467","82.45","product.product_uom_categ_unit","11.0","0.0","done"
"__setup__.sale_order_line_27674","__setup__.sale_order_7518","texte","__setup__.res_partner_4737","__setup__.product_template_704","34.85","product.product_uom_categ_unit","16.0","0.0","done"
"__setup__.sale_order_line_27556","__setup__.sale_order_7494","texte","__setup__.res_partner_1064","__setup__.product_template_1744","674.1","product.product_uom_categ_unit","1.0","0.0","sale"
"__setup__.sale_order_line_26625","__setup__.sale_order_7266","texte","__setup__.res_partner_2689","__setup__.product_template_504","400.0","product.product_uom_categ_unit","3.0","0.0","done"
"__setup__.sale_order_line_27203","__setup__.sale_order_7395","texte","__setup__.res_partner_4737","__setup__.product_template_976","202.5","product.product_uom_categ_unit","16.0","0.0","done"
"__setup__.sale_order_line_27324","__setup__.sale_order_7395","texte","__setup__.res_partner_4737","__setup__.product_template_7","310.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_26622","__setup__.sale_order_7266","texte","__setup__.res_partner_2689","__setup__.product_template_507","55.0","product.product_uom_categ_unit","5.0","0.0","done"
"__setup__.sale_order_line_26623","__setup__.sale_order_7266","texte","__setup__.res_partner_2689","__setup__.product_template_508","85.0","product.product_uom_categ_unit","5.0","0.0","done"
"__setup__.sale_order_line_30196","__setup__.sale_order_8149","texte","__setup__.res_partner_7152","__setup__.product_template_7","50.0","product.product_uom_categ_unit","1.0","0.0","draft"
"__setup__.sale_order_line_28533","__setup__.sale_order_7751","texte","__setup__.res_partner_4737","__setup__.product_template_1269","6090.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_29744","__setup__.sale_order_8057","texte","__setup__.res_partner_5","__setup__.product_template_1379","15.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_32569","__setup__.sale_order_8757","texte","__setup__.res_partner_1064","__setup__.product_template_1674","45.9","product.product_uom_categ_unit","4.0","0.0","done"
"__setup__.sale_order_line_32342","__setup__.sale_order_8686","texte","__setup__.res_partner_1020","__setup__.product_template_1378","3272.5","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_33821","__setup__.sale_order_9047","texte","__setup__.res_partner_6820","__setup__.product_template_1596","161.25","product.product_uom_categ_unit","1.0","0.0","sale"
"__setup__.sale_order_line_32343","__setup__.sale_order_8686","texte","__setup__.res_partner_1020","__setup__.product_template_848","428.0","product.product_uom_categ_unit","1.0","0.0","sale"
"__setup__.sale_order_line_35056","__setup__.sale_order_9356","texte","__setup__.res_partner_6971","__setup__.product_template_1580","7552.0","product.product_uom_categ_unit","1.0","0.0","draft"
"__setup__.sale_order_line_29636","__setup__.sale_order_8037","texte","__setup__.res_partner_7118","__setup__.product_template_984","0.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_28534","__setup__.sale_order_7751","texte","__setup__.res_partner_4737","__setup__.product_template_1290","9137.5","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_29482","__setup__.sale_order_8001","texte","__setup__.res_partner_3","__setup__.product_template_700","55.5","product.product_uom_categ_unit","6.0","100.0","done"
"__setup__.sale_order_line_29780","__setup__.sale_order_8067","texte","__setup__.res_partner_6820","__setup__.product_template_1598","72.75","product.product_uom_categ_unit","3.0","0.0","sale"
"__setup__.sale_order_line_29483","__setup__.sale_order_8001","texte","__setup__.res_partner_3","__setup__.product_template_1646","63.0","product.product_uom_categ_unit","1.0","100.0","done"
"__setup__.sale_order_line_31112","__setup__.sale_order_8365","texte","__setup__.res_partner_7211","__setup__.product_template_1580","5245.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_30799","__setup__.sale_order_8291","texte","__setup__.res_partner_2855","__setup__.product_template_1273","320.0","product.product_uom_categ_unit","2.0","100.0","done"
"__setup__.sale_order_line_29471","__setup__.sale_order_7996","texte","__setup__.res_partner_3335","__setup__.product_template_468","20.25","product.product_uom_categ_unit","10.0","0.0","sale"
"__setup__.sale_order_line_34009","__setup__.sale_order_9089","texte","__setup__.res_partner_2689","__setup__.product_template_474","45.9","product.product_uom_categ_unit","2.0","0.0","done"
"__setup__.sale_order_line_32979","__setup__.sale_order_8865","texte","__setup__.res_partner_3335","__setup__.product_template_133","4.5","product.product_uom_categ_unit","7.0","0.0","sale"
"__setup__.sale_order_line_31113","__setup__.sale_order_8365","texte","__setup__.res_partner_7211","__setup__.product_template_7","400.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_27304","__setup__.sale_order_7385","texte","__setup__.res_partner_2649","__setup__.product_template_7","109.2","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_29577","__setup__.sale_order_8020","texte","__setup__.res_partner_5711","__setup__.product_template_1311","88.95","product.product_uom_categ_unit","2.0","0.0","done"
"__setup__.sale_order_line_34211","__setup__.sale_order_9144","texte","__setup__.res_partner_1099","__setup__.product_template_807","215.0","product.product_uom_categ_unit","10.0","0.0","done"
"__setup__.sale_order_line_28941","__setup__.sale_order_7855","texte","__setup__.res_partner_1020","__setup__.product_template_1379","15.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_29781","__setup__.sale_order_8067","texte","__setup__.res_partner_6820","__setup__.product_template_1674","45.9","product.product_uom_categ_unit","6.0","0.0","done"
"__setup__.sale_order_line_29750","__setup__.sale_order_8059","texte","__setup__.res_partner_6137","__setup__.product_template_1689","1400.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_33721","__setup__.sale_order_9005","texte","__setup__.res_partner_7429","__setup__.product_template_7","115.5","product.product_uom_categ_unit","1.0","0.0","draft"
"__setup__.sale_order_line_29753","__setup__.sale_order_8059","texte","__setup__.res_partner_6137","__setup__.product_template_7","530.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_30908","__setup__.sale_order_8317","texte","__setup__.res_partner_1020","__setup__.product_template_1379","15.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_29880","__setup__.sale_order_8092","texte","__setup__.res_partner_3335","__setup__.product_template_1379","15.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_30475","__setup__.sale_order_8209","texte","__setup__.res_partner_6583","__setup__.product_template_1598","72.75","product.product_uom_categ_unit","1.0","0.0","sale"
"__setup__.sale_order_line_30564","__setup__.sale_order_8235","texte","__setup__.res_partner_6583","__setup__.product_template_1379","15.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_27480","__setup__.sale_order_7465","texte","__setup__.res_partner_1020","__setup__.product_template_1596","161.25","product.product_uom_categ_unit","4.0","0.0","sale"
"__setup__.sale_order_line_26763","__setup__.sale_order_7295","texte","__setup__.res_partner_3335","__setup__.product_template_1597","80.25","product.product_uom_categ_unit","15.0","0.0","sale"
"__setup__.sale_order_line_28948","__setup__.sale_order_7844","texte","__setup__.res_partner_6360","__setup__.product_template_7","25.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_30565","__setup__.sale_order_8236","texte","__setup__.res_partner_6583","__setup__.product_template_1596","161.25","product.product_uom_categ_unit","1.0","0.0","sale"
"__setup__.sale_order_line_30566","__setup__.sale_order_8236","texte","__setup__.res_partner_6583","__setup__.product_template_1597","80.25","product.product_uom_categ_unit","1.0","0.0","sale"
"__setup__.sale_order_line_35690","__setup__.sale_order_9495","texte","__setup__.res_partner_3","__setup__.product_template_1596","138.75","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_33739","__setup__.sale_order_9021","texte","__setup__.res_partner_3335","__setup__.product_template_1596","161.25","product.product_uom_categ_unit","1.0","0.0","sale"
"__setup__.sale_order_line_29995","__setup__.sale_order_8107","texte","__setup__.res_partner_6684","__setup__.product_template_1660","94.4","product.product_uom_categ_unit","1.0","0.0","sale"
"__setup__.sale_order_line_29947","__setup__.sale_order_8107","texte","__setup__.res_partner_6684","__setup__.product_template_1597","80.25","product.product_uom_categ_unit","10.0","0.0","sale"
"__setup__.sale_order_line_26765","__setup__.sale_order_7295","texte","__setup__.res_partner_3335","__setup__.product_template_1596","161.25","product.product_uom_categ_unit","6.0","0.0","sale"
"__setup__.sale_order_line_32980","__setup__.sale_order_8865","texte","__setup__.res_partner_3335","__setup__.product_template_468","20.25","product.product_uom_categ_unit","4.0","0.0","sale"
"__setup__.sale_order_line_30569","__setup__.sale_order_8238","texte","__setup__.res_partner_6684","__setup__.product_template_1828","1280.0","product.product_uom_categ_unit","1.0","0.0","sale"
"__setup__.sale_order_line_31264","__setup__.sale_order_8403","texte","__setup__.res_partner_6360","__setup__.product_template_1501","34.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_30571","__setup__.sale_order_8238","texte","__setup__.res_partner_6684","__setup__.product_template_1600","20.25","product.product_uom_categ_unit","5.0","0.0","sale"
"__setup__.sale_order_line_26766","__setup__.sale_order_7295","texte","__setup__.res_partner_3335","__setup__.product_template_1598","72.75","product.product_uom_categ_unit","3.0","0.0","sale"
"__setup__.sale_order_line_29487","__setup__.sale_order_8002","texte","__setup__.res_partner_601","__setup__.product_template_1310","2975.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_30572","__setup__.sale_order_8238","texte","__setup__.res_partner_6684","__setup__.product_template_1601","4.5","product.product_uom_categ_unit","5.0","0.0","sale"
"__setup__.sale_order_line_30273","__setup__.sale_order_8155","texte","__setup__.res_partner_3169","__setup__.product_template_7","130.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_30271","__setup__.sale_order_8155","texte","__setup__.res_partner_3169","__setup__.product_template_1469","153.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_27706","__setup__.sale_order_7528","texte","__setup__.res_partner_3335","__setup__.product_template_1447","16.5","product.product_uom_categ_unit","1.0","0.0","sale"
"__setup__.sale_order_line_27936","__setup__.sale_order_7601","texte","__setup__.res_partner_6591","__setup__.product_template_1378","2996.25","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_28021","__setup__.sale_order_7601","texte","__setup__.res_partner_6591","__setup__.product_template_1468","4.25","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_30720","__setup__.sale_order_8272","texte","__setup__.res_partner_5061","__setup__.product_template_1600","20.25","product.product_uom_categ_unit","6.0","0.0","sale"
"__setup__.sale_order_line_31268","__setup__.sale_order_8403","texte","__setup__.res_partner_6360","__setup__.product_template_1596","150.0","product.product_uom_categ_unit","3.0","0.0","done"
"__setup__.sale_order_line_31269","__setup__.sale_order_8403","texte","__setup__.res_partner_6360","__setup__.product_template_1669","42.5","product.product_uom_categ_unit","3.0","0.0","done"
"__setup__.sale_order_line_29519","__setup__.sale_order_8013","texte","__setup__.res_partner_262","__setup__.product_template_1674","45.9","product.product_uom_categ_unit","3.0","0.0","done"
"__setup__.sale_order_line_29541","__setup__.sale_order_7978","texte","__setup__.res_partner_4985","__setup__.product_template_1596","215.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_27951","__setup__.sale_order_7601","texte","__setup__.res_partner_6591","__setup__.product_template_7","114.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_32117","__setup__.sale_order_8615","texte","__setup__.res_partner_7295","__setup__.product_template_7","100.6","product.product_uom_categ_unit","1.0","0.0","draft"
"__setup__.sale_order_line_31270","__setup__.sale_order_8403","texte","__setup__.res_partner_6360","__setup__.product_template_1597","75.0","product.product_uom_categ_unit","5.0","0.0","done"
"__setup__.sale_order_line_26495","__setup__.sale_order_7227","texte","__setup__.res_partner_24","__setup__.product_template_1597","69.75","product.product_uom_categ_unit","3.0","0.0","sale"
"__setup__.sale_order_line_27507","__setup__.sale_order_7475","texte","__setup__.res_partner_954","__setup__.product_template_1264","11009.2","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_34079","__setup__.sale_order_9107","texte","__setup__.res_partner_3335","__setup__.product_template_328","161.25","product.product_uom_categ_unit","4.0","0.0","done"
"__setup__.sale_order_line_27510","__setup__.sale_order_7475","texte","__setup__.res_partner_954","__setup__.product_template_998","0.0","product.product_uom_categ_unit","3.0","0.0","done"
"__setup__.sale_order_line_31271","__setup__.sale_order_8403","texte","__setup__.res_partner_6360","__setup__.product_template_1598","67.5","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_26997","__setup__.sale_order_7347","texte","__setup__.res_partner_6684","__setup__.product_template_1658","26990.0","product.product_uom_categ_unit","1.0","50.0","done"
"__setup__.sale_order_line_27707","__setup__.sale_order_7528","texte","__setup__.res_partner_3335","__setup__.product_template_468","20.25","product.product_uom_categ_unit","2.0","0.0","sale"
"__setup__.sale_order_line_32778","__setup__.sale_order_8818","texte","__setup__.res_partner_24","__setup__.product_template_7","71.75","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_28473","__setup__.sale_order_7738","texte","__setup__.res_partner_2689","__setup__.product_template_858","89.25","product.product_uom_categ_unit","2.0","0.0","done"
"__setup__.sale_order_line_30466","__setup__.sale_order_8205","texte","__setup__.res_partner_3335","__setup__.product_template_910","3750.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_31272","__setup__.sale_order_8403","texte","__setup__.res_partner_6360","__setup__.product_template_1600","18.75","product.product_uom_categ_unit","4.0","0.0","done"
"__setup__.sale_order_line_28543","__setup__.sale_order_7738","texte","__setup__.res_partner_2689","__setup__.product_template_7","445.95","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_26413","__setup__.sale_order_7195","texte","__setup__.res_partner_405","__setup__.product_template_1659","700.0","product.product_uom_categ_unit","5.0","0.0","draft"
"__setup__.sale_order_line_27708","__setup__.sale_order_7528","texte","__setup__.res_partner_3335","__setup__.product_template_1379","15.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_33268","__setup__.sale_order_8925","texte","__setup__.res_partner_3335","__setup__.product_template_503","375.0","product.product_uom_categ_unit","2.0","0.0","done"
"__setup__.sale_order_line_30151","__setup__.sale_order_8137","texte","__setup__.res_partner_1064","__setup__.product_template_1828","1280.0","product.product_uom_categ_unit","1.0","0.0","sale"
"__setup__.sale_order_line_31273","__setup__.sale_order_8403","texte","__setup__.res_partner_6360","__setup__.product_template_1601","3.75","product.product_uom_categ_unit","5.0","0.0","done"
"__setup__.sale_order_line_27776","__setup__.sale_order_7551","texte","__setup__.res_partner_10","__setup__.product_template_519","22.0","product.product_uom_categ_unit","2.0","0.0","done"
"__setup__.sale_order_line_27519","__setup__.sale_order_7481","texte","__setup__.res_partner_6868","__setup__.product_template_1264","14992.5","product.product_uom_categ_unit","1.0","0.0","draft"
"__setup__.sale_order_line_28227","__setup__.sale_order_7669","texte","__setup__.res_partner_5711","__setup__.product_template_1823","3.51","product.product_uom_categ_unit","6.0","0.0","done"
"__setup__.sale_order_line_28231","__setup__.sale_order_7671","texte","__setup__.res_partner_6555","__setup__.product_template_932","700.0","product.product_uom_categ_unit","1.0","0.0","draft"
"__setup__.sale_order_line_31333","__setup__.sale_order_8417","texte","__setup__.res_partner_3335","__setup__.product_template_1379","15.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_34213","__setup__.sale_order_9144","texte","__setup__.res_partner_1099","__setup__.product_template_507","55.0","product.product_uom_categ_unit","5.0","0.0","done"
"__setup__.sale_order_line_29700","__setup__.sale_order_8052","texte","__setup__.res_partner_970","__setup__.product_template_328","138.75","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_26654","__setup__.sale_order_7274","texte","__setup__.res_partner_3970","__setup__.product_template_1472","11.9","product.product_uom_categ_unit","2.0","0.0","sale"
"__setup__.sale_order_line_30839","__setup__.sale_order_8302","texte","__setup__.res_partner_6360","__setup__.product_template_468","18.75","product.product_uom_categ_unit","2.0","0.0","done"
"__setup__.sale_order_line_31274","__setup__.sale_order_8403","texte","__setup__.res_partner_6360","__setup__.product_template_1302","1620.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_27520","__setup__.sale_order_7481","texte","__setup__.res_partner_6868","__setup__.product_template_7","680.0","product.product_uom_categ_unit","1.0","0.0","draft"
"__setup__.sale_order_line_33276","__setup__.sale_order_8926","texte","__setup__.res_partner_3956","__setup__.product_template_1379","15.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_35691","__setup__.sale_order_9495","texte","__setup__.res_partner_3","__setup__.product_template_7","120.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_26211","__setup__.sale_order_7154","texte","__setup__.res_partner_6360","__setup__.product_template_1658","17152.5","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_30843","__setup__.sale_order_8302","texte","__setup__.res_partner_6360","__setup__.product_template_1598","67.5","product.product_uom_categ_unit","3.0","0.0","done"
"__setup__.sale_order_line_32121","__setup__.sale_order_8613","texte","__setup__.res_partner_7293","__setup__.product_template_7","98.45","product.product_uom_categ_unit","1.0","0.0","draft"
"__setup__.sale_order_line_30754","__setup__.sale_order_8282","texte","__setup__.res_partner_3335","__setup__.product_template_1686","390.0","product.product_uom_categ_unit","2.0","0.0","sale"
"__setup__.sale_order_line_27135","__setup__.sale_order_7385","texte","__setup__.res_partner_2649","__setup__.product_template_1658","12495.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_30755","__setup__.sale_order_8282","texte","__setup__.res_partner_3335","__setup__.product_template_1379","15.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_26572","__setup__.sale_order_7248","texte","__setup__.res_partner_3149","__setup__.product_template_7","20.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_27752","__setup__.sale_order_7540","texte","__setup__.res_partner_1162","__setup__.product_template_848","428.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_32736","__setup__.sale_order_8808","texte","__setup__.res_partner_1162","__setup__.product_template_1663","8392.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_30749","__setup__.sale_order_8282","texte","__setup__.res_partner_3335","__setup__.product_template_1397","1.1","product.product_uom_categ_unit","1.0","0.0","sale"
"__setup__.sale_order_line_35702","__setup__.sale_order_9497","texte","__setup__.res_partner_7586","__setup__.product_template_1378","3850.0","product.product_uom_categ_unit","1.0","0.0","draft"
"__setup__.sale_order_line_33269","__setup__.sale_order_8925","texte","__setup__.res_partner_3335","__setup__.product_template_504","400.0","product.product_uom_categ_unit","2.0","0.0","done"
"__setup__.sale_order_line_29887","__setup__.sale_order_8094","texte","__setup__.res_partner_3335","__setup__.product_template_1379","15.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_30849","__setup__.sale_order_8302","texte","__setup__.res_partner_6360","__setup__.product_template_1467","76.5","product.product_uom_categ_unit","3.0","0.0","done"
"__setup__.sale_order_line_29702","__setup__.sale_order_8052","texte","__setup__.res_partner_970","__setup__.product_template_133","3.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_29490","__setup__.sale_order_8003","texte","__setup__.res_partner_6259","__setup__.product_template_1257","13190.0","product.product_uom_categ_unit","1.0","0.0","done"
"__setup__.sale_order_line_30750","__setup__.sale_order_8282","texte","__setup__.res_partner_3335","__setup__.product_template_1648","55.0","product.product_uom_categ_unit","3.0","0.0","done"
"__setup__.sale_order_line_30821","__setup__.sale_order_8298","texte","__setup__.res_partner_5173","__setup__.product_template_1597","80.25","product.product_uom_categ_unit","6.0","0.0","sale"
