"id","company_id/id","fields_id/id","name","type","value_reference/id","res_id/id"
"sc.account_properties_re1_36","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_36"
"sc.account_properties_re1_38","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_38"
"sc.account_properties_re1_61","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_61"
"sc.account_properties_re1_86","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_86"
"sc.account_properties_re1_87","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_87"
"sc.account_properties_re1_89","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_89"
"sc.account_properties_re1_91","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_91"
"sc.account_properties_re1_93","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_93"
"sc.account_properties_re1_94","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_94"
"sc.account_properties_re1_95","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_95"
"sc.account_properties_re1_96","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_96"
"sc.account_properties_re1_97","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_97"
"sc.account_properties_re1_98","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_98"
"sc.account_properties_re1_99","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_99"
"sc.account_properties_re1_101","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_101"
"sc.account_properties_re1_105","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_105"
"sc.account_properties_re1_106","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_106"
"sc.account_properties_re1_109","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_109"
"sc.account_properties_re1_112","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_112"
"sc.account_properties_re1_115","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_115"
"sc.account_properties_re1_116","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_116"
"sc.account_properties_re1_117","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_117"
"sc.account_properties_re1_118","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_118"
"sc.account_properties_re1_120","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_120"
"sc.account_properties_re1_121","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_121"
"sc.account_properties_re1_122","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_122"
"sc.account_properties_re1_123","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_123"
"sc.account_properties_re1_124","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_124"
"sc.account_properties_re1_125","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_125"
"sc.account_properties_re1_126","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_126"
"sc.account_properties_re1_127","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_127"
"sc.account_properties_re1_128","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_128"
"sc.account_properties_re1_129","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_129"
"sc.account_properties_re1_130","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_130"
"sc.account_properties_re1_133","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_133"
"sc.account_properties_re1_141","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_141"
"sc.account_properties_re1_142","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_142"
"sc.account_properties_re1_143","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_143"
"sc.account_properties_re1_144","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_144"
"sc.account_properties_re1_145","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_145"
"sc.account_properties_re1_146","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_146"
"sc.account_properties_re1_147","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_147"
"sc.account_properties_re1_148","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_148"
"sc.account_properties_re1_149","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_149"
"sc.account_properties_re1_150","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_150"
"sc.account_properties_re1_151","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_151"
"sc.account_properties_re1_152","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_152"
"sc.account_properties_re1_153","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_153"
"sc.account_properties_re1_154","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_154"
"sc.account_properties_re1_155","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_155"
"sc.account_properties_re1_156","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_156"
"sc.account_properties_re1_158","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_158"
"sc.account_properties_re1_159","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_159"
"sc.account_properties_re1_160","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_160"
"sc.account_properties_re1_161","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_161"
"sc.account_properties_re1_162","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_162"
"sc.account_properties_re1_163","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_163"
"sc.account_properties_re1_164","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_164"
"sc.account_properties_re1_165","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_165"
"sc.account_properties_re1_166","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_166"
"sc.account_properties_re1_167","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_167"
"sc.account_properties_re1_168","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_168"
"sc.account_properties_re1_169","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_169"
"sc.account_properties_re1_170","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_170"
"sc.account_properties_re1_171","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_171"
"sc.account_properties_re1_172","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_172"
"sc.account_properties_re1_173","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_173"
"sc.account_properties_re1_174","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_174"
"sc.account_properties_re1_175","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_175"
"sc.account_properties_re1_176","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_176"
"sc.account_properties_re1_177","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_177"
"sc.account_properties_re1_178","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_178"
"sc.account_properties_re1_179","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_179"
"sc.account_properties_re1_180","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_180"
"sc.account_properties_re1_182","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_182"
"sc.account_properties_re1_183","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_183"
"sc.account_properties_re1_188","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_188"
"sc.account_properties_re1_194","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_194"
"sc.account_properties_re1_195","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_195"
"sc.account_properties_re1_196","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_196"
"sc.account_properties_re1_197","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_197"
"sc.account_properties_re1_198","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_198"
"sc.account_properties_re1_199","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_199"
"sc.account_properties_re1_200","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_200"
"sc.account_properties_re1_201","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_201"
"sc.account_properties_re1_202","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_202"
"sc.account_properties_re1_203","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_203"
"sc.account_properties_re1_204","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_204"
"sc.account_properties_re1_205","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_205"
"sc.account_properties_re1_206","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_206"
"sc.account_properties_re1_207","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_207"
"sc.account_properties_re1_208","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_208"
"sc.account_properties_re1_209","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_209"
"sc.account_properties_re1_210","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_210"
"sc.account_properties_re1_211","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_211"
"sc.account_properties_re1_212","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_212"
"sc.account_properties_re1_213","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_213"
"sc.account_properties_re1_214","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_214"
"sc.account_properties_re1_215","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_215"
"sc.account_properties_re1_216","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_216"
"sc.account_properties_re1_217","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_217"
"sc.account_properties_re1_218","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_218"
"sc.account_properties_re1_220","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_220"
"sc.account_properties_re1_221","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_221"
"sc.account_properties_re1_222","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_222"
"sc.account_properties_re1_223","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_223"
"sc.account_properties_re1_224","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_224"
"sc.account_properties_re1_225","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_225"
"sc.account_properties_re1_226","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_226"
"sc.account_properties_re1_227","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_227"
"sc.account_properties_re1_228","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_228"
"sc.account_properties_re1_229","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_229"
"sc.account_properties_re1_230","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_230"
"sc.account_properties_re1_231","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_231"
"sc.account_properties_re1_232","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_232"
"sc.account_properties_re1_233","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_233"
"sc.account_properties_re1_234","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_234"
"sc.account_properties_re1_235","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_235"
"sc.account_properties_re1_237","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_237"
"sc.account_properties_re1_249","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_249"
"sc.account_properties_re1_250","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_250"
"sc.account_properties_re1_251","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_251"
"sc.account_properties_re1_252","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_252"
"sc.account_properties_re1_253","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_253"
"sc.account_properties_re1_255","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_255"
"sc.account_properties_re1_256","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_256"
"sc.account_properties_re1_257","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_257"
"sc.account_properties_re1_258","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_258"
"sc.account_properties_re1_259","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_259"
"sc.account_properties_re1_260","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_260"
"sc.account_properties_re1_262","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_262"
"sc.account_properties_re1_263","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_263"
"sc.account_properties_re1_264","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_264"
"sc.account_properties_re1_265","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_265"
"sc.account_properties_re1_266","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_266"
"sc.account_properties_re1_267","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_267"
"sc.account_properties_re1_268","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_268"
"sc.account_properties_re1_269","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_269"
"sc.account_properties_re1_270","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_270"
"sc.account_properties_re1_271","base.main_company","account.field_res_partner_property_account_receivable_id","property_account_receivable_id","Many2One","l10n_ch.1_ch_coa_1100","__setup__.res_partner_271"
