"id","pricelist_id/id","sequence","currency_id/id","compute_price","price_discount","price_surcharge","fixed_price","applied_on","min_quantity","date_start","date_end","product_id/id","price_category_id/id","base","base_pricelist_id/id"
"__setup__.product_pricelist_item_4162","__setup__.product_pricelist_30","5","base.USD","fixed","-1.0","86.0","86.0","1_product","0","2017-03-31","","__setup__.product_template_700","","list_price",""
"__setup__.product_pricelist_item_4383","__setup__.product_pricelist_30","5","base.USD","fixed","-1.0","10490.0","10490.0","1_product","0","2017-03-31","","__setup__.product_template_1580","","list_price",""
"__setup__.product_pricelist_item_4402","__setup__.product_pricelist_30","5","base.USD","fixed","-1.0","17990.0","17990.0","1_product","0","2017-03-31","","__setup__.product_template_1657","","list_price",""
"__setup__.product_pricelist_item_4403","__setup__.product_pricelist_30","5","base.USD","fixed","-1.0","26990.0","26990.0","1_product","0","2017-03-31","","__setup__.product_template_1658","","list_price",""
"__setup__.product_pricelist_item_14","__setup__.product_pricelist_9","1","base.CHF","formula","-0.3","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C1","list_price",""
"__setup__.product_pricelist_item_624","__setup__.product_pricelist_35","5","base.USD","formula","-0.25","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C2","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_625","__setup__.product_pricelist_35","5","base.USD","formula","-0.25","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C2","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_626","__setup__.product_pricelist_35","5","base.USD","formula","-0.25","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C2","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_310","__setup__.product_pricelist_32","5","base.USD","formula","-0.25","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C2","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_311","__setup__.product_pricelist_32","5","base.USD","formula","-0.25","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C2","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_627","__setup__.product_pricelist_35","5","base.USD","formula","-0.2","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C3","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_628","__setup__.product_pricelist_35","5","base.USD","formula","-0.2","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C3","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_312","__setup__.product_pricelist_32","5","base.USD","formula","-0.25","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C2","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_315","__setup__.product_pricelist_32","5","base.USD","formula","-0.15","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C4","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_316","__setup__.product_pricelist_32","5","base.USD","formula","-0.15","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C4","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_317","__setup__.product_pricelist_32","5","base.USD","formula","-0.15","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C4","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_318","__setup__.product_pricelist_32","5","base.USD","formula","-0.15","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C4","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_319","__setup__.product_pricelist_32","5","base.USD","formula","-0.1","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C5","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_313","__setup__.product_pricelist_32","5","base.USD","formula","-0.2","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C3","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_314","__setup__.product_pricelist_32","5","base.USD","formula","-0.2","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C3","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_320","__setup__.product_pricelist_32","5","base.USD","formula","-0.1","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C5","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_321","__setup__.product_pricelist_32","5","base.USD","formula","-0.3","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C6","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_2618","__setup__.product_pricelist_29","6","base.USD","formula","0.375","0.0","0.0","2b_product_price_category","0","2017-01-01","","","__setup__.product_price_category_C2","standard_price",""
"__setup__.product_pricelist_item_629","__setup__.product_pricelist_35","5","base.USD","formula","-0.15","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C4","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_630","__setup__.product_pricelist_35","5","base.USD","formula","-0.15","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C4","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_631","__setup__.product_pricelist_35","5","base.USD","formula","-0.15","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C4","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_632","__setup__.product_pricelist_35","5","base.USD","formula","-0.15","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C4","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_633","__setup__.product_pricelist_35","5","base.USD","formula","-0.1","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C5","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_634","__setup__.product_pricelist_35","5","base.USD","formula","-0.1","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C5","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_635","__setup__.product_pricelist_35","5","base.USD","formula","-0.3","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C6","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_637","__setup__.product_pricelist_35","5","base.USD","formula","-0.25","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C1","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_638","__setup__.product_pricelist_36","5","base.USD","formula","-0.25","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C2","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_639","__setup__.product_pricelist_36","5","base.USD","formula","-0.25","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C2","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_640","__setup__.product_pricelist_36","5","base.USD","formula","-0.25","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C2","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_641","__setup__.product_pricelist_36","5","base.USD","formula","-0.2","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C3","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_642","__setup__.product_pricelist_36","5","base.USD","formula","-0.2","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C3","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_643","__setup__.product_pricelist_36","5","base.USD","formula","-0.15","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C4","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_644","__setup__.product_pricelist_36","5","base.USD","formula","-0.15","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C4","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_645","__setup__.product_pricelist_36","5","base.USD","formula","-0.15","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C4","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_646","__setup__.product_pricelist_36","5","base.USD","formula","-0.15","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C4","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_647","__setup__.product_pricelist_36","5","base.USD","formula","-0.1","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C5","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_648","__setup__.product_pricelist_36","5","base.USD","formula","-0.1","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C5","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_649","__setup__.product_pricelist_36","5","base.USD","formula","-0.3","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C6","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_651","__setup__.product_pricelist_36","5","base.USD","formula","-0.28","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C1","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_652","__setup__.product_pricelist_37","5","base.USD","formula","-0.25","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C2","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_653","__setup__.product_pricelist_37","5","base.USD","formula","-0.25","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C2","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_654","__setup__.product_pricelist_37","5","base.USD","formula","-0.25","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C2","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_655","__setup__.product_pricelist_37","5","base.USD","formula","-0.2","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C3","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_656","__setup__.product_pricelist_37","5","base.USD","formula","-0.2","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C3","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_657","__setup__.product_pricelist_37","5","base.USD","formula","-0.15","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C4","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_658","__setup__.product_pricelist_37","5","base.USD","formula","-0.15","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C4","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_659","__setup__.product_pricelist_37","5","base.USD","formula","-0.15","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C4","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_660","__setup__.product_pricelist_37","5","base.USD","formula","-0.15","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C4","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_661","__setup__.product_pricelist_37","5","base.USD","formula","-0.1","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C5","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_662","__setup__.product_pricelist_37","5","base.USD","formula","-0.1","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C5","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_663","__setup__.product_pricelist_37","5","base.USD","formula","-0.3","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C6","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_665","__setup__.product_pricelist_37","5","base.USD","formula","-0.3","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_C1","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_2619","__setup__.product_pricelist_29","6","base.USD","formula","0.375","0.0","0.0","2b_product_price_category","0","2017-01-01","","","__setup__.product_price_category_C3","standard_price",""
"__setup__.product_pricelist_item_2620","__setup__.product_pricelist_29","6","base.USD","formula","0.375","0.0","0.0","2b_product_price_category","0","2017-01-01","","","__setup__.product_price_category_C4","standard_price",""
"__setup__.product_pricelist_item_2626","__setup__.product_pricelist_29","6","base.USD","formula","0.375","0.0","0.0","2b_product_price_category","0","2017-01-01","","","__setup__.product_price_category_spare","standard_price",""
"__setup__.product_pricelist_item_2167","__setup__.product_pricelist_22","5","base.USD","formula","-0.3","0.0","0.0","2b_product_price_category","0","2016-10-13","","","__setup__.product_price_category_C6","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_91","__setup__.product_pricelist_20","5","base.CHF","formula","-0.1","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C5","list_price",""
"__setup__.product_pricelist_item_2258","__setup__.product_pricelist_32","5","base.USD","formula","-0.15","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_unbundle","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_2261","__setup__.product_pricelist_37","5","base.USD","formula","-0.15","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_unbundle","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_2093","__setup__.product_pricelist_41","1","base.EUR","formula","-0.25","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C1","pricelist","__setup__.product_pricelist_39"
"__setup__.product_pricelist_item_27","__setup__.product_pricelist_9","2","base.CHF","formula","-0.25","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C2","list_price",""
"__setup__.product_pricelist_item_79","__setup__.product_pricelist_20","1","base.CHF","formula","-0.28","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C1","list_price",""
"__setup__.product_pricelist_item_29","__setup__.product_pricelist_9","3","base.CHF","formula","-0.2","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C3","list_price",""
"__setup__.product_pricelist_item_2259","__setup__.product_pricelist_35","5","base.USD","formula","-0.15","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_unbundle","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_2260","__setup__.product_pricelist_36","5","base.USD","formula","-0.15","0.0","0.0","2b_product_price_category","0","2016-01-01","","","__setup__.product_price_category_unbundle","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_31","__setup__.product_pricelist_9","4","base.CHF","formula","-0.15","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C4","list_price",""
"__setup__.product_pricelist_item_30","__setup__.product_pricelist_9","5","base.CHF","formula","-0.15","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C4","list_price",""
"__setup__.product_pricelist_item_32","__setup__.product_pricelist_9","6","base.CHF","formula","-0.15","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C4","list_price",""
"__setup__.product_pricelist_item_81","__setup__.product_pricelist_20","2","base.CHF","formula","-0.25","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C2","list_price",""
"__setup__.product_pricelist_item_12","__setup__.product_pricelist_6","1","base.CHF","formula","-0.15","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C4","list_price",""
"__setup__.product_pricelist_item_13","__setup__.product_pricelist_6","2","base.CHF","formula","-0.15","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C4","list_price",""
"__setup__.product_pricelist_item_5","__setup__.product_pricelist_6","3","base.CHF","formula","-0.33","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C1","list_price",""
"__setup__.product_pricelist_item_11","__setup__.product_pricelist_6","4","base.CHF","formula","-0.15","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C4","list_price",""
"__setup__.product_pricelist_item_10","__setup__.product_pricelist_6","5","base.CHF","formula","-0.2","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C3","list_price",""
"__setup__.product_pricelist_item_9","__setup__.product_pricelist_6","6","base.CHF","formula","-0.25","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C2","list_price",""
"__setup__.product_pricelist_item_8","__setup__.product_pricelist_6","7","base.CHF","formula","-0.25","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C2","list_price",""
"__setup__.product_pricelist_item_28","__setup__.product_pricelist_9","7","base.CHF","formula","-0.25","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C2","list_price",""
"__setup__.product_pricelist_item_86","__setup__.product_pricelist_20","6","base.CHF","formula","-0.15","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C4","list_price",""
"__setup__.product_pricelist_item_75","__setup__.product_pricelist_9","8","base.CHF","formula","-0.15","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_unbundle","list_price",""
"__setup__.product_pricelist_item_82","__setup__.product_pricelist_20","7","base.CHF","formula","-0.25","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C2","list_price",""
"__setup__.product_pricelist_item_87","__setup__.product_pricelist_20","8","base.CHF","formula","-0.15","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_unbundle","list_price",""
"__setup__.product_pricelist_item_117","__setup__.product_pricelist_6","8","base.CHF","formula","-0.2","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C3","list_price",""
"__setup__.product_pricelist_item_115","__setup__.product_pricelist_20","3","base.CHF","formula","-0.2","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C3","list_price",""
"__setup__.product_pricelist_item_35","__setup__.product_pricelist_10","5","base.CHF","formula","-0.2","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C3","list_price",""
"__setup__.product_pricelist_item_36","__setup__.product_pricelist_10","6","base.CHF","formula","-0.15","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C4","list_price",""
"__setup__.product_pricelist_item_74","__setup__.product_pricelist_6","9","base.CHF","formula","-0.15","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_unbundle","list_price",""
"__setup__.product_pricelist_item_116","__setup__.product_pricelist_9","3","base.CHF","formula","-0.2","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C3","list_price",""
"__setup__.product_pricelist_item_85","__setup__.product_pricelist_20","4","base.CHF","formula","-0.15","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C4","list_price",""
"__setup__.product_pricelist_item_33","__setup__.product_pricelist_10","7","base.CHF","formula","-0.25","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C2","list_price",""
"__setup__.product_pricelist_item_21","__setup__.product_pricelist_10","1","base.CHF","formula","-0.25","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C1","list_price",""
"__setup__.product_pricelist_item_76","__setup__.product_pricelist_10","8","base.CHF","formula","-0.15","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_unbundle","list_price",""
"__setup__.product_pricelist_item_84","__setup__.product_pricelist_20","5","base.CHF","formula","-0.15","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C4","list_price",""
"__setup__.product_pricelist_item_37","__setup__.product_pricelist_10","2","base.CHF","formula","-0.15","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C4","list_price",""
"__setup__.product_pricelist_item_34","__setup__.product_pricelist_10","3","base.CHF","formula","-0.25","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C2","list_price",""
"__setup__.product_pricelist_item_38","__setup__.product_pricelist_10","4","base.CHF","formula","-0.15","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C4","list_price",""
"__setup__.product_pricelist_item_113","__setup__.product_pricelist_10","3","base.CHF","formula","-0.2","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C3","list_price",""
"__setup__.product_pricelist_item_333","__setup__.product_pricelist_9","9","base.CHF","formula","-0.25","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C2","list_price",""
"__setup__.product_pricelist_item_335","__setup__.product_pricelist_20","5","base.CHF","formula","-0.25","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C2","list_price",""
"__setup__.product_pricelist_item_338","__setup__.product_pricelist_10","5","base.CHF","formula","-0.1","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C5","list_price",""
"__setup__.product_pricelist_item_339","__setup__.product_pricelist_10","5","base.CHF","formula","-0.3","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C6","list_price",""
"__setup__.product_pricelist_item_336","__setup__.product_pricelist_10","5","base.CHF","formula","-0.15","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C4","list_price",""
"__setup__.product_pricelist_item_337","__setup__.product_pricelist_10","5","base.CHF","formula","-0.1","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C5","list_price",""
"__setup__.product_pricelist_item_327","__setup__.product_pricelist_6","5","base.CHF","formula","-0.3","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C6","list_price",""
"__setup__.product_pricelist_item_328","__setup__.product_pricelist_6","5","base.CHF","formula","-0.1","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C5","list_price",""
"__setup__.product_pricelist_item_329","__setup__.product_pricelist_6","5","base.CHF","formula","-0.25","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C2","list_price",""
"__setup__.product_pricelist_item_330","__setup__.product_pricelist_6","5","base.CHF","formula","-0.15","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C4","list_price",""
"__setup__.product_pricelist_item_83","__setup__.product_pricelist_20","3","base.CHF","formula","-0.2","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C3","list_price",""
"__setup__.product_pricelist_item_340","__setup__.product_pricelist_20","5","base.CHF","formula","-0.15","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C4","list_price",""
"__setup__.product_pricelist_item_341","__setup__.product_pricelist_20","5","base.CHF","formula","-0.1","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C5","list_price",""
"__setup__.product_pricelist_item_342","__setup__.product_pricelist_20","5","base.CHF","formula","-0.3","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C6","list_price",""
"__setup__.product_pricelist_item_90","__setup__.product_pricelist_9","5","base.CHF","formula","-0.1","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C5","list_price",""
"__setup__.product_pricelist_item_343","__setup__.product_pricelist_9","5","base.CHF","formula","-0.15","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C4","list_price",""
"__setup__.product_pricelist_item_344","__setup__.product_pricelist_9","5","base.CHF","formula","-0.1","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C5","list_price",""
"__setup__.product_pricelist_item_345","__setup__.product_pricelist_9","5","base.CHF","formula","-0.3","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C6","list_price",""
"__setup__.product_pricelist_item_92","__setup__.product_pricelist_10","5","base.CHF","formula","-0.1","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C5","list_price",""
"__setup__.product_pricelist_item_2103","__setup__.product_pricelist_41","3","base.EUR","formula","-0.2","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C3","pricelist","__setup__.product_pricelist_39"
"__setup__.product_pricelist_item_89","__setup__.product_pricelist_6","5","base.CHF","formula","-0.1","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C5","list_price",""
"__setup__.product_pricelist_item_2159","__setup__.product_pricelist_22","6","base.USD","formula","-0.15","0.0","0.0","2b_product_price_category","0","2016-10-13","","","__setup__.product_price_category_C4","pricelist","__setup__.product_pricelist_30"
"__setup__.product_pricelist_item_2095","__setup__.product_pricelist_41","7","base.EUR","formula","-0.25","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C2","pricelist","__setup__.product_pricelist_39"
"__setup__.product_pricelist_item_2096","__setup__.product_pricelist_41","3","base.EUR","formula","-0.25","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C2","pricelist","__setup__.product_pricelist_39"
"__setup__.product_pricelist_item_2097","__setup__.product_pricelist_41","5","base.EUR","formula","-0.2","0.0","0.0","2b_product_price_category","0","2012-06-07","","","__setup__.product_price_category_C3","pricelist","__setup__.product_pricelist_39"
